Year,FIPS,Name of Area,Qualifying Name,State/U.S.-Abbreviation (USPS),Summary Level,Geographic Component,File Identification,Logical Record Number,State (FIPS),Place (FIPS Code),Place (State FIPS + Place FIPS),Metropolitan and Micropolitan Statistical Area,Principal City Indicator,Geographic Identifier,Area (Land),Area (Water),Total Population,Area Total,Area (Land),Area (Water),Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More races,Population 16 Years and over,Population 16 Years and over: In labor force,Population 16 Years and over: In labor force: In Armed Forces,Population 16 Years and over: In labor force: Civilian,Population 16 Years and over: In labor force: Civilian: Employed,Population 16 Years and over: In labor force: Civilian: Unemployed,Population 16 Years and over: Not in labor force,Civilian Population In Labor Force 16 Years And Over,Civilian Population In Labor Force 16 Years And Over: Employed,Civilian Population In Labor Force 16 Years And Over: Unemployed,Median household income (In 2013 Inflation adjusted dollars),Households: Gini Index,Housing units,Median year structure built,Owner-occupied housing units: Median value,Renter-occupied housing units,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Less than 10 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 10 to 29 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 30 to 49 percent,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: 50 percent or More,Renter-occupied housing units: Gross Rent As A Percentage Of Household Income In 2011: Not computed,Renter-Occupied Paying Cash Rent: Median Gross Rent as a Percentage of Household Income In 2013,Families,Families: Income in 2013 below poverty level,Families: Income in 2013 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level,Families: Income in 2013 below poverty level: Married Couple Family: No related children under 18 Years,"Families: Income in 2013 below poverty level: Male Householder, no wife present","Families: Income in 2013 below poverty level: Male Householder, no wife present: With related children under 18 Years","Families: Income in 2013 below poverty level: Male Householder, no wife present: No related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present","Families: Income in 2013 below poverty level: Female Householder, no husband present: With related children under 18 Years","Families: Income in 2013 below poverty level: Female Householder, no husband present: No related children under 18 Years",Families: Income in 2013 at or above poverty level,Population Age 18 to 64 for whom poverty status is determined,Population Age 18 to 64 for whom poverty status is determined: Living in Poverty,Population Age 18 to 64 for whom poverty status is determined: At or Above Poverty Level
2011,5.14E+11,"Richmond city; Richmond, VA Metro Area; Virginia","Richmond city; Richmond, Richmond, Virginia",va,321,0,ACSSF,14641,51,67000,5167000,40060,Y,32100US514006067000,154894705,6880315,203165,62.46169,59.80518,2.656505,203165,86686,102187,723,4631,61,2694,6183,167927,109319,566,108753,96802,11951,58608,108753,96802,11951,40601,0.5353,97929,1955,211806,46041,1592,17147,11523,13736,2043,33.90000153,40222,8300,735,453,800,521,279,6312,5626,686,31922,133244,32049,101195
2011,5.15E+11,"Arlington CDP; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Virginia","Arlington CDP; Washington-Arlington-Alexandria, Washington-Arlington-Alexandria, Virginia",va,321,0,ACSSF,14651,51,3000,5103000,47900,Y,32100US514790003000,67273573,244125,202999,26.06873,25.97447,0.09425719,202999,142876,17029,871,19224,111,15597,7291,174037,138400,3477,134923,130305,4618,35637,134923,130305,4618,103211,0.4301,104100,1966,596163,49340,2024,27410,10507,7859,1540,25.79999924,41561,1937,533,241,274,121,153,889,814,75,39624,151408,9835,141573
2011,63370048354,"Modesto city; Modesto, CA Metro Area; California","Modesto city; Modesto, Modesto, California",ca,321,0,ACSSF,50790,6,48354,648354,33700,Y,32100US063370048354,95485577,582995,201886,37.09229,36.86719,0.2250956,201886,150589,7928,2247,13699,2045,15380,9998,151547,93564,44,93520,80459,13061,57983,93520,80459,13061,51633,0.4523,73823,1977,238527,28938,505,10552,7644,9160,1077,34.79999924,48258,7208,2146,522,873,740,133,3667,3235,432,41050,120435,19418,101017
2011,3.91E+11,"Akron city; Akron, OH Metro Area; Ohio","Akron city; Akron, Akron, Ohio",oh,321,0,ACSSF,26754,39,1000,3901000,10420,Y,32100US391042001000,160663630,880527,201111,62.37255,62.03258,0.3399734,201111,125290,63773,612,4703,0,1172,5561,159033,102327,83,102244,87966,14278,56706,102244,87966,14278,35411,0.4707,97714,1952,93008,37190,1070,13336,9162,11098,2524,34.79999924,47847,9517,1396,609,1007,767,240,6505,5751,754,38330,125065,29706,95359
2011,3.72E+11,"Fayetteville city; Fayetteville, NC Metro Area; North Carolina","Fayetteville city; Fayetteville, Fayetteville, North Carolina",nc,321,0,ACSSF,20811,37,22920,3722920,22180,Y,32100US372218022920,377736090,4827761,200105,147.7087,145.8447,1.864009,200105,93699,81351,1248,5892,799,5660,11456,153365,103850,23259,80591,70169,10422,49515,80591,70169,10422,45847,0.4371,85961,1981,125426,35420,1078,16404,8642,6921,2375,28.70000076,50137,7243,986,498,425,321,104,5334,4825,509,42894,117941,17564,100377
2011,5.34E+11,"Tacoma city; Seattle-Tacoma-Bellevue, WA Metro Area; Washington","Tacoma city; Seattle-Tacoma-Bellevue, Seattle-Tacoma-Bellevue, Washington",wa,321,0,ACSSF,12222,53,70000,5370000,42660,Y,32100US534266070000,128776569,32684808,199449,62.34059,49.72091,12.61968,199449,134879,22103,3077,16298,2562,6340,14190,159307,103520,1945,101575,90659,10916,55787,101575,90659,10916,50991,0.4422,86057,1964,247745,36767,1252,15452,8957,9751,1355,31.5,46293,5949,1132,593,801,584,217,3423,2861,562,40344,127197,20171,107026
2011,2.24E+11,"Shreveport city; Shreveport-Bossier City, LA Metro Area; Louisiana","Shreveport city; Shreveport-Bossier City, Shreveport-Bossier City, Louisiana",la,321,0,ACSSF,11843,22,70000,2270000,43340,Y,32100US224334070000,272920015,40029586,198886,120.8305,105.375,15.45551,198886,82273,107989,706,2547,147,2063,3161,154387,97411,1159,96252,87379,8873,56976,96252,87379,8873,38118,0.5055,88348,1968,122733,33390,968,13181,8114,8310,2817,31.70000076,46714,7932,774,398,795,489,306,5965,5416,549,38782,119825,22163,97662
2011,13366050000,"Mobile city; Mobile, AL Metro Area; Alabama","Mobile city; Mobile, Mobile, Alabama",al,321,0,ACSSF,10693,1,50000,150000,33660,Y,32100US013366050000,360290063,105344035,195457,179.7823,139.1088,40.67356,195457,90105,98089,410,3042,26,1425,2360,153910,93478,300,93178,82116,11062,60432,93178,82116,11062,39606,0.5087,89423,1970,129362,31729,697,11399,7513,8861,3259,34.40000153,47897,8674,788,687,782,458,324,6417,5562,855,39223,116313,22310,94003
2011,63710054652,"Oxnard city; Oxnard-Thousand Oaks-Ventura, CA Metro Area; California","Oxnard city; Oxnard-Thousand Oaks-Ventura, Oxnard-Thousand Oaks-Ventura, California",ca,321,0,ACSSF,50793,6,54652,654652,37100,Y,32100US063710054652,69655512,31892689,194972,39.20798,26.89414,12.31384,194972,116337,6290,4809,15401,232,43746,8157,144638,96872,1283,95589,86387,9202,47766,95589,86387,9202,62341,0.4124,54851,1972,401343,22979,327,8272,7258,6339,783,35.20000076,40685,5048,1929,507,460,417,43,2152,1870,282,35637,120452,16026,104426
2011,1.31E+11,"Augusta-Richmond County consolidated government (balance); Augusta-Richmond County, GA-SC Metro Area (part); Georgia","Augusta-Richmond County consolidated government (balance); Augusta-Richmond County, Augusta-Richmond County, Georgia",ga,321,0,ACSSF,14929,13,4204,1304204,12260,Y,32100US131226004204,783404428,10867251,194440,306.67,302.4742,4.195869,194440,77436,106275,514,3403,140,2054,4618,151816,93806,6010,87796,77132,10664,58010,87796,77132,10664,40266,0.4636,84575,1975,105644,31140,926,12572,7065,7434,3143,31.10000038,45069,8917,1030,506,993,773,220,6388,5497,891,36152,117387,24261,93126
2011,53078041000,"Little Rock city; Little Rock-North Little Rock-Conway, AR Metro Area; Arkansas","Little Rock city; Little Rock-North Little Rock-Conway, Little Rock-North Little Rock-Conway, Arkansas",ar,321,0,ACSSF,11347,5,41000,541000,30780,Y,32100US053078041000,308725940,4641188,192185,120.9917,119.1998,1.791973,192185,98203,81129,626,4943,42,3772,3470,150001,103143,235,102908,93876,9032,46858,102908,93876,9032,45978,0.5171,90653,1975,154634,33920,944,13959,8306,8347,2364,31.29999924,47104,6342,849,647,604,466,138,4242,3828,414,40762,121336,19396,101940
2011,63110030000,"Glendale city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Glendale city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50772,6,30000,630000,31100,Y,32100US063110030000,78874075,337691,192069,30.58383,30.45345,0.1303832,192069,142613,3347,488,31050,229,9985,4357,160511,99909,36,99873,90314,9559,60602,99873,90314,9559,56019,0.4923,74918,1961,646396,43158,657,14598,10993,15585,1325,38.59999847,48739,5454,2418,1109,427,192,235,1500,1016,484,43285,125678,14661,111017
2011,2.62E+11,"Grand Rapids city; Grand Rapids-Wyoming, MI Metro Area; Michigan","Grand Rapids city; Grand Rapids-Wyoming, Grand Rapids-Wyoming, Michigan",mi,321,0,ACSSF,22114,26,34000,2634000,24340,Y,32100US262434034000,114983518,2252020,189853,45.2649,44.39539,0.8695098,189853,126913,40948,931,3418,157,10738,6748,147124,98932,132,98800,86504,12296,48192,98800,86504,12296,40115,0.4528,81560,1952,122216,31064,534,11434,7667,9947,1482,35.40000153,42619,8301,1564,436,893,841,52,5408,4989,419,34318,116447,26861,89586
2011,4.81E+11,"Amarillo city; Amarillo, TX Metro Area; Texas","Amarillo city; Amarillo, Amarillo, Texas",tx,321,0,ACSSF,39623,48,3000,4803000,11100,Y,32100US481110003000,257641231,4373554,189132,101.1645,99.47584,1.688639,189132,152179,13613,1138,5284,148,10507,6263,143314,98181,188,97993,92501,5492,45133,97993,92501,5492,46368,0.4557,78729,1969,112687,26715,914,11456,6901,5400,2044,29.89999962,46666,6079,1297,587,748,655,93,3447,3113,334,40587,115427,17239,98188
2011,1.32E+11,"Columbus city; Columbus, GA-AL Metro Area (part); Georgia","Columbus city; Columbus, Columbus, Georgia",ga,321,0,ACSSF,14934,13,19000,1319000,17980,Y,32100US131798019000,560435436,11968740,188548,221.0065,216.3853,4.621157,188548,88711,85164,531,4262,318,3714,5848,145578,92710,9651,83059,74411,8648,52868,83059,74411,8648,42556,0.4755,82518,1974,139719,32476,718,13698,8224,7753,2083,31.39999962,46505,7049,781,572,297,204,93,5399,4747,652,39456,107818,17832,89986
2010,3.64E+11,"New York city; New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area (part); New York","New York city; New York-Northern New Jersey-Long Island, New York-Northern New Jersey-Long Island, New York",ny,321,0,ACSSF,33281,36,51000,3651000,35620,Y,32100US363562051000,783842402,429527437,8078471,468.4847,302.6433,165.8415,8078471,3569394,2033006,29119,1019928,2305,1227765,196954,6510606,4108407,4079,4104328,3745106,359222,2402199,4104328,3745106,359222,53724,0.535,3343424,1947,549048,2040592,103605,844338,460798,539115,92736,30.70000076,1842289,298382,66303,36943,24588,16747,7841,170548,140782,29766,1543907,5250750,853830,4396920
2010,63110044000,"Los Angeles city; Los Angeles-Long Beach-Santa Ana, CA Metro Area; California","Los Angeles city; Los Angeles-Long Beach-Santa Ana, Los Angeles-Long Beach-Santa Ana, California",ca,321,0,ACSSF,50781,6,44000,644000,31100,Y,32100US063110044000,1213850147,88119442,3772486,502.6933,468.6702,34.02311,3772486,1908094,367515,18980,428236,7721,931373,110567,2979153,1981001,1961,1979040,1798135,180905,998152,1979040,1798135,180905,52499,0.522,1408765,1960,591784,802713,20652,301699,210237,235427,34698,34.40000153,804185,128322,38958,13761,15450,12245,3205,60153,52057,8096,675863,2445554,419344,2026210
2010,1.72E+11,"Chicago city; Chicago-Joliet-Naperville, IL-IN-WI Metro Area (part); Illinois","Chicago city; Chicago-Joliet-Naperville, Chicago-Joliet-Naperville, Illinois",il,321,0,ACSSF,31315,17,14000,1714000,16980,Y,32100US171698014000,589571105,16781658,2703466,234.1141,227.6347,6.479434,2703466,1153408,919776,6148,145463,794,433745,44132,2138877,1410294,723,1409571,1252656,156915,728583,1409571,1252656,156915,50083,0.511,1197741,1945,287612,539203,17643,220662,121419,149215,30264,31.79999924,581571,99968,19763,9011,10235,7274,2961,60959,51857,9102,481603,1752826,313867,1438959
2010,4.83E+11,"Houston city; Houston-Sugar Land-Baytown, TX Metro Area; Texas","Houston city; Houston-Sugar Land-Baytown, Houston-Sugar Land-Baytown, Texas",tx,321,0,ACSSF,39660,48,35000,4835000,26420,Y,32100US482642035000,1552929379,72277296,2068026,627.4958,599.5894,27.90642,2068026,1133978,504765,8042,121377,1216,272598,26050,1583625,1076530,713,1075817,989581,86236,507095,1075817,989581,86236,45900,0.518,889489,1975,132267,408157,14953,179646,97568,93171,22819,29.79999924,472604,83014,24740,7420,8356,6157,2199,42498,37690,4808,389590,1324455,231995,1092460
2010,4.24E+11,"Philadelphia city; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Pennsylvania","Philadelphia city; Philadelphia-Camden-Wilmington, Philadelphia-Camden-Wilmington, Pennsylvania",pa,321,0,ACSSF,28419,42,60000,4260000,37980,Y,32100US423798060000,347321129,22289408,1504950,142.7074,134.1014,8.605989,1504950,623627,661929,3952,92889,376,91822,30355,1199751,711418,918,710500,620987,89513,488333,710500,620987,89513,38730,0.494,668944,1946,144447,256733,7907,95055,55082,76789,21900,33.70000076,311376,62179,8380,6039,6097,4336,1761,41663,34769,6894,249197,939987,212950,727037
2010,43806055000,"Phoenix city; Phoenix-Mesa-Glendale, AZ Metro Area; Arizona","Phoenix city; Phoenix-Mesa-Glendale, Phoenix-Mesa-Glendale, Arizona",az,321,0,ACSSF,10662,4,55000,455000,38060,Y,32100US043806055000,1338256106,3221362,1450206,517.9474,516.7036,1.243775,1450206,1123472,89744,26292,41399,3445,133206,32648,1078061,730814,1028,729786,675532,54254,347247,729786,675532,54254,52162,0.465,593221,1981,236970,208162,6099,86723,51442,50328,13570,31.20000076,330128,48417,16139,3834,5856,4640,1216,22588,20520,2068,281711,908056,150859,757197
2010,4.84E+11,"San Antonio city; San Antonio-New Braunfels, TX Metro Area; Texas","San Antonio city; San Antonio-New Braunfels, San Antonio-New Braunfels, Texas",tx,321,0,ACSSF,39696,48,65000,4865000,41700,Y,32100US484170065000,1193811736,14968532,1290196,466.7127,460.9333,5.779383,1290196,917321,87301,8722,29098,1302,214691,31761,981260,636282,11936,624346,579925,44421,344978,624346,579925,44421,46103,0.464,512439,1979,116028,191054,6322,83581,44741,41681,14729,29.60000038,303378,45414,11500,4457,4029,3207,822,25428,22405,3023,257964,789355,126039,663316
2010,64174066000,"San Diego city; San Diego-Carlsbad-San Marcos, CA Metro Area; California","San Diego city; San Diego-Carlsbad-San Marcos, San Diego-Carlsbad-San Marcos, California",ca,321,0,ACSSF,50824,6,66000,666000,41740,Y,32100US064174066000,842233444,122273028,1282800,372.398,325.1882,47.20988,1282800,845084,86240,7246,201808,7242,82578,52602,1036448,693235,31246,661989,613659,48330,343213,661989,613659,48330,66753,0.463,514841,1975,538150,239774,5027,98888,61897,62627,11335,32.29999924,279051,26582,7843,3089,2528,1650,878,13122,11350,1772,252469,831292,113837,717455
2010,4.82E+11,"Dallas city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Dallas city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,39641,48,19000,4819000,19100,Y,32100US481910019000,881939036,117394747,1187285,385.8449,340.5186,45.32637,1187285,645420,292577,4339,33029,407,190735,20778,902893,611045,483,610562,560274,50288,291848,610562,560274,50288,44533,0.532,515414,1974,138678,243882,8699,108847,59558,53377,13401,29.60000038,262249,49679,15546,3122,4486,3464,1022,26525,23168,3357,212570,752911,138793,614118
2010,64194068000,"San Jose city; San Jose-Sunnyvale-Santa Clara, CA Metro Area; California","San Jose city; San Jose-Sunnyvale-Santa Clara, San Jose-Sunnyvale-Santa Clara, California",ca,321,0,ACSSF,50842,6,68000,668000,41940,Y,32100US064194068000,457201438,8907829,925300,179.9658,176.5265,3.439332,925300,436025,28019,6191,294581,3350,121372,35762,718555,489488,181,489307,446962,42345,229067,489307,446962,42345,84836,0.431,313944,1974,677149,119545,3189,52425,28619,30362,4950,30.79999924,218468,17152,5537,2402,1956,1483,473,7257,6169,1088,201316,601206,59948,541258
2010,1.23E+11,"Jacksonville city; Jacksonville, FL Metro Area; Florida","Jacksonville city; Jacksonville, Jacksonville, Florida",fl,321,0,ACSSF,27249,12,35000,1235000,27260,Y,32100US122726035000,1934729255,330550113,811833,874.6293,747.0032,127.6261,811833,493718,247382,2360,33193,697,15098,19385,636537,434100,10110,423990,386489,37501,202437,423990,386489,37501,52169,0.447,361128,1981,183230,114623,2137,47942,29399,26544,8601,31.39999962,197888,20797,3871,1802,2234,1687,547,12890,11266,1624,177091,516642,65860,450782
2010,1.83E+11,"Indianapolis city (balance); Indianapolis-Carmel, IN Metro Area; Indiana","Indianapolis city (balance); Indianapolis-Carmel, Indianapolis-Carmel, Indiana",in,321,0,ACSSF,15373,18,36003,1836003,26900,Y,32100US182690036003,936107645,17072644,809804,368.025,361.4332,6.591785,809804,520342,219686,1769,16121,213,31544,20129,629755,434298,598,433700,389468,44232,195457,433700,389468,44232,46035,0.462,379532,1968,130451,135917,3490,59066,32474,33388,7499,30.70000076,190565,26678,4489,1696,2974,2398,576,17519,15665,1854,163887,512886,81225,431661
2010,64186067000,"San Francisco city; San Francisco-Oakland-Fremont, CA Metro Area; California","San Francisco city; San Francisco-Oakland-Fremont, San Francisco-Oakland-Fremont, California",ca,321,0,ACSSF,50832,6,67000,667000,41860,Y,32100US064186067000,121399963,479190317,789172,231.8892,46.87279,185.0164,789172,406874,49071,3994,264709,3266,33231,28027,694545,479039,218,478821,444628,34193,215506,478821,444628,34193,76181,0.507,372560,1939,838904,209928,9915,100525,45865,43578,10045,27.79999924,150329,10796,2634,2602,1139,605,534,4421,3034,1387,139533,569332,66858,502474
2010,3.92E+11,"Columbus city; Columbus, OH Metro Area; Ohio","Columbus city; Columbus, Columbus, Ohio",oh,321,0,ACSSF,26762,39,18000,3918000,18140,Y,32100US391814018000,562466164,15373425,770407,223.1051,217.1694,5.935713,770407,488487,213925,1888,31880,181,12292,21754,608940,428188,687,427501,389611,37890,180752,427501,389611,37890,46071,0.44,370489,1973,148186,160869,4089,71439,36427,39158,9756,30,172226,27285,4512,1998,3284,2220,1064,17491,15535,1956,144941,511496,100306,411190
2010,4.81E+11,"Austin city; Austin-Round Rock-San Marcos, TX Metro Area; Texas","Austin city; Austin-Round Rock-San Marcos, Austin-Round Rock-San Marcos, Texas",tx,321,0,ACSSF,39621,48,5000,4805000,12420,Y,32100US481242005000,771546901,18560605,764129,305.0622,297.8959,7.16629,764129,507105,64266,3269,46091,653,125623,17122,609996,447424,683,446741,417764,28977,162572,446741,417764,28977,53975,0.484,345283,1983,213679,171376,5747,77043,39023,42690,6873,29.89999962,165484,21131,6125,1534,2506,1852,654,10966,9900,1066,144353,529045,91025,438020
2010,2.62E+11,"Detroit city; Detroit-Warren-Livonia, MI Metro Area; Michigan","Detroit city; Detroit-Warren-Livonia, Detroit-Warren-Livonia, Michigan",mi,321,0,ACSSF,22104,26,22000,2622000,19820,Y,32100US261982022000,359361795,10667148,759340,142.869,138.7504,4.118609,759340,80726,628235,2151,9368,57,26141,12662,573227,313497,114,313383,235799,77584,259730,313383,235799,77584,30296,0.482,365058,1946,85899,123362,3168,34846,25441,47372,12535,42.09999847,163378,48105,6376,2711,5278,3242,2036,33740,28882,4858,115273,453950,141160,312790
2010,3.72E+11,"Charlotte city; Charlotte-Gastonia-Rock Hill, NC-SC Metro Area (part); North Carolina","Charlotte city; Charlotte-Gastonia-Rock Hill, Charlotte-Gastonia-Rock Hill, North Carolina",nc,321,0,ACSSF,20800,37,12000,3712000,16740,Y,32100US371674012000,770983559,5148533,705896,299.6663,297.6784,1.98786,705896,375899,243394,2724,34181,573,33963,15162,545297,399780,646,399134,362233,36901,145517,399134,362233,36901,56033,0.486,311891,1987,185153,114782,4332,53862,25636,25758,5194,28.60000038,171279,17772,3668,1361,1791,1357,434,10952,9570,1382,153507,459006,57663,401343
2010,4.82E+11,"Fort Worth city; Dallas-Fort Worth-Arlington, TX Metro Area; Texas","Fort Worth city; Dallas-Fort Worth-Arlington, Dallas-Fort Worth-Arlington, Texas",tx,321,0,ACSSF,39643,48,27000,4827000,19100,Y,32100US481910027000,880127783,20832365,705349,347.8627,339.8193,8.043421,705349,441881,131310,3933,24323,429,89303,14170,520682,356605,1077,355528,326563,28965,164077,355528,326563,28965,52918,0.45,282500,1981,128528,99859,3354,43781,24388,23272,5064,30.20000076,169311,22941,6678,1753,1887,1395,492,12623,11735,888,146370,430901,61667,369234
2010,4.73E+11,"Memphis city; Memphis, TN-MS-AR Metro Area (part); Tennessee","Memphis city; Memphis, Memphis, Tennessee",tn,321,0,ACSSF,14455,47,48000,4748000,32820,Y,32100US473282048000,815988030,23176952,654876,324.0034,315.0547,8.948671,654876,204843,409752,1294,10243,245,18867,9632,500760,324406,264,324142,283761,40381,176354,324142,283761,40381,38968,0.501,296018,1969,105023,114057,2529,43589,27316,33511,7112,33.79999924,149088,30791,3171,1691,3122,2249,873,22807,19695,3112,118297,401785,85055,316730
2010,4.82E+11,"El Paso city; El Paso, TX Metro Area; Texas","El Paso city; El Paso, El Paso, Texas",tx,321,0,ACSSF,39652,48,24000,4824000,21340,Y,32100US482134024000,661056631,2642037,628923,256.2555,255.2354,1.020096,628923,492018,20273,3217,7554,439,91270,14152,465328,280910,7325,273585,253938,19647,184418,273585,253938,19647,39988,0.472,223836,1977,115814,79837,3303,32709,20559,17636,5630,30.70000076,154579,32489,9587,3815,2363,1774,589,16724,14649,2075,122090,370088,73424,296664
2010,2.41E+11,"Baltimore city; Baltimore-Towson, MD Metro Area; Maryland","Baltimore city; Baltimore-Towson, Baltimore-Towson, Maryland",md,321,0,ACSSF,10760,24,4000,2404000,12580,Y,32100US241258004000,209643241,28768302,620538,92.05122,80.94371,11.1075,620538,186424,399121,2210,13991,126,7016,11650,499147,310273,548,309725,274033,35692,188874,309725,274033,35692,42080,0.495,296615,1946,171371,119737,3047,46417,30067,33058,7148,33.29999924,127920,21150,1677,1636,2281,1512,769,15556,13681,1875,106770,394239,74314,319925
2010,2.51E+11,"Boston city; Boston-Cambridge-Quincy, MA-NH Metro Area (part); Massachusetts","Boston city; Boston-Cambridge-Quincy, Boston-Cambridge-Quincy, Massachusetts",ma,321,0,ACSSF,9748,25,7000,2507000,14460,Y,32100US251446007000,125037462,107130299,602609,89.64048,48.27724,41.36324,602609,324786,150580,2148,53958,345,49905,20887,512064,350643,374,350269,317842,32427,161421,350269,317842,32427,54151,0.527,270470,1939,422230,159964,5601,65557,37340,43125,8341,31.5,115492,18362,1815,1770,1420,955,465,13357,11106,2251,97130,408177,79535,328642
2010,5.34E+11,"Seattle city; Seattle-Tacoma-Bellevue, WA Metro Area; Washington","Seattle city; Seattle-Tacoma-Bellevue, Seattle-Tacoma-Bellevue, Washington",wa,321,0,ACSSF,12217,53,63000,5363000,42660,Y,32100US534266063000,217410345,152055857,595240,142.6517,83.94261,58.7091,595240,419838,46617,5066,81650,3306,11885,26878,513671,371527,968,370559,347284,23275,142144,370559,347284,23275,64814,0.485,302465,1958,487402,143368,4552,69292,32988,30841,5695,28.60000038,122008,8279,1518,1609,1291,559,732,3861,2990,871,113729,424520,54512,370008
